qid,question,aid,answer
29132,negative words list,50891,"Negativity dominance describes the tendency for the combination of positive and negative items/events/etc. to skew towards an overall more negative interpretation than would be suggested by the summation of the individual positive and negative components.  Phrasing in more Gestalt-friendly terms, the whole is more negative than the sum of its parts."
29132,negative words list,50892,"A number of studies have suggested that negativity is essentially an attention magnet. For example, when tasked with forming an impression of presented target individuals, participants spent longer looking at negative photographs than they did looking at positive photographs. Similarly, participants registered more eye blinks when studying negative words than positive words (blinking rate has been positively linked to cognitive activity). Also, people were found to show greater orienting responses following negative than positive outcomes, including larger increases in pupil diameter, heart rate, and peripheral arterial tone Importantly, this preferential attendance to negative information is evident even when the affective nature of the stimuli is irrelevant to the task itself. The automatic vigilance hypothesis has been investigated using a modified Stroop task.  Participants were presented with a series of positive and negative personality traits in several different colors; as each trait appeared on the screen, participants were to name the color as quickly as possible.  Even though the positive and negative elements of the words were immaterial to the color-naming task, participants were slower to name the color of negative traits than they were positive traits.  This difference in response latencies indicates that greater attention was devoted to processing the trait itself when it was negative."
29132,negative words list,50893,"Paul Rozin and Edward Royzman proposed four elements of the negativity bias in order to explain its manifestation: negative potency, steeper negative gradients, negativity dominance, and negative differentiation.Negative potency refers to the notion that, while possibly of equal magnitude or emotionality, negative and positive items/events/etc. are not equally salient.  Rozin and Royzman note that this characteristic of the negativity bias is only empirically demonstrable in situations with inherent measurability, such as comparing how positively or negatively a change in temperature is interpreted."
29132,negative words list,50894,"The negativity bias, also known as the negativity effect, is the notion that, even when of equal intensity, things of a more negative nature (e.g. unpleasant thoughts, emotions, or social interactions; harmful/traumatic events) have a greater effect on one's psychological state and processes than neutral or positive things.  In other words, something very positive will generally have less of an impact on a person's behavior and cognition than something equally emotional but negative.  The negativity bias has been investigated within many different domains, including the formation of impressions and general evaluations; attention, learning, and memory; and decision-making and risk considerations."
29132,negative words list,50895,"As an example, a famous study by Leon Festinger and colleagues investigated critical factors in predicting friendship formation; the researchers concluded that whether or not people became friends was most strongly predicted by their proximity to one another.  Ebbesen, Kjos, and Konecni, however, demonstrated that proximity itself does not predict friendship formation; rather, proximity serves to amplify the information that is relevant to the decision of either forming or not forming a friendship.  Negative information is just as amplified as positive information by proximity.  As negative information tends to outweigh positive information, proximity may predict a failure to form friendships even more so than successful friendship formation.One explanation that has been put forth as to why such a negativity bias is demonstrated in social judgments is that people may generally consider negative information to be more diagnostic of an individual's character than positive information, that it is more useful than positive information in forming an overall impression.  This is supported by indications of higher confidence in the accuracy of one's formed impression when it was formed more on the basis of negative traits than positive traits.  People consider negative information to be more important to impression formation and, when it is available to them, they are subsequently more confident."
29132,negative words list,50896,"With respect to positive and negative gradients, it appears to be the case that negative events are thought to be perceived as increasingly more negative than positive events are increasingly positive the closer one gets (spatially or temporally) to the affective event itself.  In other words, there is a steeper negative gradient than positive gradient.  For example, the negative experience of an impending dental surgery is perceived as increasingly more negative the closer one gets to the date of surgery than the positive experience of an impending party is perceived as increasingly more positive the closer one gets to the date of celebration  (assuming for the sake of this example that these events are equally positive and negative).  Rozin and Royzman argue that this characteristic is distinct from that of negative potency because there appears to be evidence of steeper negative slopes relative to positive slopes even when potency itself is low."
29132,negative words list,50897,"Negative differentiation is consistent with evidence suggesting that the conceptualization of negativity is more elaborate and complex than that of positivity.  For instance, research indicates that negative vocabulary is more richly descriptive of the affective experience than that of positive vocabulary.  Furthermore, there appear to be more terms employed to indicate negative emotions than positive emotions. The notion of negative differentiation is consistent with the mobilization-minimization hypothesis, which posits that negative events, as a consequence of this complexity, require a greater mobilization of cognitive resources to deal with the affective experience and a greater effort to minimize the consequences."
29132,negative words list,50898,"Learning and memory are direct consequences of attentional processing: the more attention is directed or devoted toward something, the more likely it is that it will be later learned and remembered.  Research concerning the effects of punishment and reward on learning suggests that punishment for incorrect responses is more effective in enhancing learning than are rewards for correct responses—learning occurs more quickly following bad events than good events.Drs. Pratto and John addressed the effects of affective information on incidental memory as well as attention using their modified Stroop paradigm (see section concerning ""Attention"").  Not only were participants slower to name the colors of negative traits, they also exhibited better incidental memory for the presented negative traits than they did for the positive traits, regardless of the proportion of negative to positive traits in the stimuli set.Intentional memory is also impacted by the stimuli's negative or positive quality.  When studying both positive and negative behaviors, participants tend to recall more negative behaviors during a later memory test than they do positive behaviors, even after controlling for serial position effects. There is also evidence that people exhibit better recognition memory and source memory for negative information.When asked to recall a recent emotional event, people tend to report negative events more often than they report positive events, and this is thought to be because these negative memories are more salient than are the positive memories.  People also tend to underestimate how frequently they experience positive affect, in that they more often forget the positively emotional experiences than they forget negatively emotional experiences."
29132,negative words list,50899,"def make_sent_vect(words): indices = list(map(lambda x:word2index[x],\ filter(lambda x:x in word2index,words))) return np.mean(normed_weights[indices],axis=0)"
29133,power function numpy,50901,"All of these arithmetic operations are simply convenient wrappers around specific functions built into NumPy; for example, the + operator is a wrapper for the add function: In[10]: np.add(x, 2) Out[10]: array([2, 3, 4, 5]) Table 2-2 lists the arithmetic operators implemented in NumPy. Table 2-2. Arithmetic operators implemented in NumPy Operator Equivalent ufunc Description + np.add Addition (e.g., 1 + 1 = 2) np.subtract Subtraction (e.g., 3 - 2 = 1) np.negative Unary negation (e.g., -2) * np.multiply Multiplication (e.g., 2 * 3 = 6) / np.divide Division (e.g., 3 / 2 = 1.5) // np.floor_divide Floor division (e.g., 3 // 2 = 1) ** np.power Exponentiation (e.g., 2 ** 3 = 8) % np.mod Modulus/remainder (e.g., 9 % 4 = 1) Computation on NumPy Arrays: Universal Functions 53"
29133,power function numpy,50902,"In mathematics, power iteration (also known as the power method) is an eigenvalue algorithm: given a diagonalizable matrix "
29133,power function numpy,50903,"NumPy has many more ufuncs available, including hyperbolic trig functions, bitwise arithmetic, comparison operators, conversions from radians to degrees, rounding and remainders, and much more. A look through the NumPy documentation reveals a lot of interesting functionality."
29133,power function numpy,50904,"   explicitly, but can instead access a function evaluating matrix-vector products "
29133,power function numpy,50905,Many NumPy users make use of ufuncs without ever learning their full set of features. We’ll outline a few specialized features of ufuncs here.
29133,power function numpy,50906,"Another excellent source for more specialized and obscure ufuncs is the submodule scipy.special. If you want to compute some obscure mathematical function on your data, chances are it is implemented in scipy.special."
29133,power function numpy,50907,"Let (X1, …, Xn) be independent, identically distributed real random variables with the common cumulative distribution function F(t). Then the empirical distribution function is defined as"
29133,power function numpy,50908,"For example, calling reduce on the add ufunc returns the sum of all elements in the array: In[26]: x = np.arange(1, 6) np.add.reduce(x) Out[26]: 15 Similarly, calling reduce on the multiply ufunc results in the product of all array elements: In[27]: np.multiply.reduce(x) Out[27]: 120 If we’d like to store all the intermediate results of the computation, we can instead use accumulate: In[28]: np.add.accumulate(x) Out[28]: array([ 1, 3, 6, 10, 15]) Computation on NumPy Arrays: Universal Functions 57"
29133,power function numpy,50909,"Some of the more advanced eigenvalue algorithms can be understood as variations of the power iteration. For instance, the inverse iteration method applies power iteration to the matrix "
29134,anaconda update scikit learn,50910,"Python 3.0, released in 2008, was a major revision of the language that is not completely backward-compatible, and much Python 2 code does not run unmodified on Python 3."
29134,anaconda update scikit learn,50911,"Python interpreters are available for many operating systems. A global community of programmers develops and maintains CPython, a free and open-source reference implementation. A non-profit organization, the Python Software Foundation, manages and directs resources for Python and CPython development."
29134,anaconda update scikit learn,50912,"The Python 2 language was officially discontinued in 2020 (first planned for 2015), and ""Python 2.7.18 is the last Python 2.7 release and therefore the last Python 2 release."" No more security patches or other improvements will be released for it. With Python 2's end-of-life, only  Python 3.5.x and later are supported."
29134,anaconda update scikit learn,50913,"Python was conceived in the late 1980s by Guido van Rossum at Centrum Wiskunde & Informatica (CWI) in the Netherlands as a successor to the ABC language (itself inspired by SETL), capable of exception handling and interfacing with the Amoeba operating system. Its implementation began in December 1989. Van Rossum shouldered sole responsibility for the project, as the lead developer, until 12 July 2018, when he announced his ""permanent vacation"" from his responsibilities as Python's Benevolent Dictator For Life, a title the Python community bestowed upon him to reflect his long-term commitment as the project's chief decision-maker. He now shares his leadership as a member of a five-person steering council. In January 2019, active Python core developers elected Brett Cannon, Nick Coghlan, Barry Warsaw, Carol Willing and Van Rossum to a five-member ""Steering Council"" to lead the project.Python 2.0 was released on 16 October 2000 with many major new features, including a cycle-detecting garbage collector and support for Unicode.Python 3.0 was released on 3 December 2008. It was a major revision of the language that is not completely backward-compatible. Many of its major features were backported to Python 2.6.x and 2.7.x version series.  Releases of Python 3 include the 2to3 utility, which automates (at least partially) the translation of Python 2 code to Python 3.Python 2.7's end-of-life date was initially set at 2015 then postponed to 2020 out of concern that a large body of existing code could not easily be forward-ported to Python 3."
29134,anaconda update scikit learn,50914,"Python is a multi-paradigm programming language. Object-oriented programming and structured programming are fully supported, and many of its features support functional programming and aspect-oriented programming (including by metaprogramming and metaobjects (magic methods)). Many other paradigms are supported via extensions, including design by contract and logic programming.Python uses dynamic typing and a combination of reference counting and a cycle-detecting garbage collector for memory management. It also features dynamic name resolution (late binding), which binds method and variable names during program execution."
29134,anaconda update scikit learn,50915,"Python is an interpreted, high-level, general-purpose programming language. Created by Guido van Rossum and first released in 1991, Python's design philosophy emphasizes code readability with its notable use of significant whitespace. Its language constructs and object-oriented approach aim to help programmers write clear, logical code for small and large-scale projects.Python is dynamically typed and garbage-collected. It supports multiple programming paradigms, including structured (particularly, procedural), object-oriented, and functional programming. Python is often described as a ""batteries included"" language due to its comprehensive standard library.Python was conceived in the late 1980s as a successor to the ABC language. Python 2.0, released in 2000, introduced features like list comprehensions and a garbage collection system with reference counting."
29134,anaconda update scikit learn,50916,Explicit is better than implicit.
29134,anaconda update scikit learn,50917,"Python's design offers some support for functional programming in the Lisp tradition. It has filter, map, and reduce functions; list comprehensions, dictionaries, sets, and generator expressions. The standard library has two modules (itertools and functools) that implement functional tools borrowed from Haskell and Standard ML.The language's core philosophy is summarized in the document The Zen of Python (PEP 20), which includes aphorisms such as:"
29134,anaconda update scikit learn,50918,Simple is better than complex.
29134,anaconda update scikit learn,50919,Beautiful is better than ugly.
29135,how to say another way,50920,"Let’s take another perspective. I’ve heard people explain derivatives two ways. One way is all about understanding how one variable in a function changes when you move another variable. The other way says that a derivative is the slope at a point on a line or curve. As it turns out, if you take a function and plot it (draw it), the slope of the line you plot is the same thing as “how much one variable changes when you change the other.” Let me show you by plotting our favorite function:"
29135,how to say another way,50921,"is one way to compute the inner product. And if you actually do the geometry figure out what P is and figure out what the norm of U is. This should give you the same way, the same answer as the other way of computing unit product. Right. Which is if you take U transpose V then U transposes this U1 U2, its a one by two matrix, 1 times V. And so this should actually give you U1, V1 plus U2, V2. And so the theorem of linear algebra that these two formulas give you the same answer. And by the way, U transpose V is also equal to V transpose U. So if you were to do the same process in reverse, instead of projecting V onto U, you could project U onto V. Then, you know, do the same process, but with the rows of U and V reversed. And you would actually, you should actually get the same number whatever that number is. And just to clarify what's going on in this equation the norm of U is a real number and P is also a real number."
29135,how to say another way,50922,"And of course, there is more than one way to do this. You could also have hist of log of x, that's another example of a transformation you can use. And, you know, that also look pretty Gaussian. So, I can also define x mu equals log of x. and that would be another pretty good choice of a feature to use. So to summarize, if you plot a histogram with the data, and find that it looks pretty non-Gaussian, it's worth playing around a little bit with different transformations like these, to see if you can make your data look a little bit more Gaussian, before you feed it to your learning algorithm, although even if you don't, it might work okay. But I usually do take this step. Now, the second thing I want to talk about is, how do you come up with features for an anomaly detection algorithm. And the way I often do so, is via an error analysis procedure."
29135,how to say another way,50923,"Begin in a friendly way. ""A drop of honey can catch more flies than a gallon of gall."" If we begin our interactions with others in a friendly way, people will be more receptive. Even if we are greatly upset, we must be friendly to influence people to our way of thinking."
29135,how to say another way,50924,"is we want the average squared projection error. That is the average distance between x and it's projections divided by the total variation of the data. That is how much the data varies. We want this ratio to be less than, let's say, 0.01. Or to be less than 1%, which is another way of thinking about it. And the way most people think about choosing K is rather than choosing K directly the way most people talk about it is as what this number is, whether it is 0.01 or some other number. And if it is 0.01, another way to say this to use the language of PCA is that 99% of the variance is retained. I don't really want to, don't worry about what this phrase really means technically but this phrase ""99% of variance is retained"" just means that this quantity on the left is less than 0.01."
29135,how to say another way,50925,"as not a particularly good way to evaluate our learning algorithm. In contrast, there is a different way of combining precision recall. It is called the f score and it uses that formula. So, in this example, here are the f scores. And so we would tell from these f scores and we'll say algorithm 1 has the highest f score. Algorithm 2 has the second highest and algorithm 3 has the lowest and so you know, if we go by the f score, we would pick probably algorithm of 1 over the others. The f score, which is also called the f1 score, is usually written f1 score that I have here, but often people will just say f score. It determines use is a little bit like taking the average of precision of recall, but it gives the lower value of precision and recall whichever it is - it gives it a higher weight. And so, you see in the numerator here that the f score takes a product or position of equal."
29135,how to say another way,50926,"The only way to get the best of an argument is to avoid it. Whenever we argue with someone, no matter if we win or lose the argument, we still lose. The other person will either feel humiliated or strengthened and will only seek to bolster their own position. We must try to avoid arguments whenever we can."
29135,how to say another way,50927,"of the many different things you might work, and therefore be more likely to select what is actually a good way to spend your time, you know for the next few weeks, or next few days or the next few months."
29135,how to say another way,50928,"Way's first attempt at writing a comic was at the age of 16 in 1993, writing a comic book series called On Raven's Wings, published by Hart D. Fisher's Bonyard Press. The series was cancelled after the second issue, however, due to the loss of its art team. Way was credited as Garry Way.In 2007, Way began writing the comic-book miniseries The Umbrella Academy. Way wrote the story and illustrated the original version, but cartoonist Gabriel Bá redrew the art in the first volume, Apocalypse Suite.Apocalypse Suite was first released by Dark Horse Comics in their Free Comic Book Day issue on May 5, 2007. Since then, an eight-page story has been published entitled ""Safe & Sound"", which appeared in a collection of stories entitled MySpace Dark Horse Presents Volume One. The first official issue of The Umbrella Academy was released on September 19, 2007. The first issue sold out and consequently there was a second printing released on October 17, 2007. Apocalypse Suite also won the 2008 Eisner Award for Best Limited Series. The next installment of the series, Dallas, was released on November 26, 2008, and, following speculation that Way had retired indefinitely from comics, a third installment entitled Hotel Oblivion was released in 2018–2019.Way and fellow artists Shaun Simon and Becky Cloonan co-created another comic-book series entitled The True Lives of the Fabulous Killjoys,  which Way announced at 2009 San Diego Comic-Con. At the 2012 New York Comic Con, the team announced that the first look at the series would be released on 2013's Free Comic Book Day. The series continued the concepts introduced in the My Chemical Romance album of a similar title.In 2011, My Chemical Romance stated that Mikey and Gerard were working on another comic book project which they had kept under wraps since mid-2009. As of 2015 nothing of this project has emerged.On December 21, 2013, Gerard Way stated that he and Gabriel Bá will be working on parts three and four of his comic book series Umbrella Academy beginning in the new year.In a podcast interview on December 31, 2013 with Chris Thompson from Pop Culture Hound, Way discussed his new Umbrella Academy series in more detail and confirmed he would do two volumes back-to-back, with a couple of flashback issues in-between. In addition, he discussed his new comic series All Ages which first appeared as a series of images on his Twitter feed. Although the project doesn't have a publisher or an artist at this stage, he is actively working on the story of cats in high-school who are discovering their place in the world.In 2014, it was announced that Way will be making his debut in the Marvel Universe by writing for the alternate universe Spider-Man series Edge of Spider-Verse. His story introduced Peni Parker, a Japanese-American student who pilots a bio-mechanical suit named SP//dr."
29135,how to say another way,50929,"problem myself for a while. And I actually spent quite some time on it. And even though I kind of understand the spam problem, I actually know a bit about it, I would actually have a very hard time telling you of these four options which is the best use of your time so what happens, frankly what happens far too often is that a research group or product group will randomly fixate on one of these options. And sometimes that turns out not to be the most fruitful way to spend your time depending, you know, on which of these options someone ends up randomly fixating on. By the way, in fact, if you even get to the stage where you brainstorm a list of different options to try, you're probably already ahead of the curve."
29136,most common machine learning models,50930,"Undirected Markov networks with all discrete variables are popular, and in particular pairwise Markov networks with binary variables being the most common. They are sometimes called Ising models in the statistical mechanics literature, and Boltzmann machines in the machine learning literature, where the vertices are referred to as “nodes” or “units” and are binary-valued. In addition, the values at each node can be observed (“visible”) or un-"
29136,most common machine learning models,50931,Adversarial machine learning is a machine learning technique that attempts to fool models by supplying deceptive input. The most common reason is to cause a malfunction in a machine learning model.
29136,most common machine learning models,50932,"In this book, we tried to provide an intuition of how the most common machine learning algorithms work, without requiring a strong foundation in mathematics or computer science. However, many of the models we discussed use principles from probability theory, linear algebra, and optimization. While it is not necessary to understand all the details of how these algorithms are implemented, we think that"
29136,most common machine learning models,50933,"We have discussed a variety of models, learning algorithms, and performance measures, as well as their implementations in scikit-learn. In the first chapter, we described machine learning programs as those that learn from experience to improve their performance at a task. In the subsequent chapters, we worked through examples that demonstrated some of the most common experiences, tasks, and performance measures in machine learning. We regressed the prices of pizzas onto their diameters, and classified spam and ham text messages. We used principal component analysis for facial recognition, built a random forest to block banner advertisements, and used SVMs and ANNs for optical character recognition. I hope that you will be able to use scikit-learn and this book's examples to apply machine learning to your own experiences. Thank you for reading."
29136,most common machine learning models,50934,"Many machine learning problems use text, which usually represents natural language. Text must be transformed to a vector representation that encodes some aspect of its meaning. In the following sections, we will review variations of two of the most common representation of text that are used in machine learning: the bag-of-words model and word embeddings."
29136,most common machine learning models,50935,"Second, we extracted features from one of the most common types of data used in machine learning problems: text. We worked through several variations of the bag-of-words model, which discards all syntax and encodes only the frequencies of the tokens in a document. We began by creating basic binary term frequencies with . We learned to preprocess text by filtering stop-words and stemming tokens, and replaced the term counts in our feature vectors with tf-idf weights that penalize common words and normalize for documents of different lengths."
29136,most common machine learning models,50936,"Usually, but not always, hyperparameters cannot be learned using well known gradient based methods (such as gradient descent, LBFGS) - which are commonly employed to learn parameters. These hyperparameters are those parameters describing a model representation that cannot be learned by common optimization methods but nonetheless affect the loss function. An example would be the tolerance hyperparameter for errors in support vector machines."
29136,most common machine learning models,50937,"The k-nearest neighbors (k-NN) algorithm is the most well-known example of a lazy learning algorithm. This type of machine learning technique puts off most computa‐ tions to classification time instead of doing the work at training time. Lazy learning models don’t learn generalizations of the data during the training phase. Instead, they record all of the training data points they are passed and use this information to make the local generalizations around the test sample during classification. k-NN is one of the simplest machine learning algorithms:"
29136,most common machine learning models,50938,"These additional tasks are common to just about any machine learning problem. In fact, a real production machine learning deployment probably involves many more tasks:"
29136,most common machine learning models,50939,"Unsupervised learning is a type of machine learning that looks for previously undetected patterns in a data set with no pre-existing labels and with a minimum of human supervision. In contrast to supervised learning that usually makes use of human-labeled data, unsupervised learning, also known as self-organization allows for modeling of probability densities over inputs. It forms one of the three main categories of machine learning, along with supervised and reinforcement learning. Semi-supervised learning, a related variant, makes use of supervised and unsupervised techniques."
29137,python encode string base64,50940,"Some other encodings (base64, uuencoding) are based on mapping all possible sequences of six bits into different printable characters. Since there are more than 26 = 64 printable characters, this is possible. A given sequence of bytes is translated by viewing it as stream of bits, breaking this stream in chunks of six bits and generating the sequence of corresponding characters.  The different encodings differ in the mapping between sequences of bits and characters and in how the resulting text is formatted."
29137,python encode string base64,50941,"Some of these encoding (quoted-printable and percent encoding) are based on a set of allowed characters and a single escape character. The allowed characters are left unchanged, while all other characters are converted into a string starting with the escape character. This kind of conversion allows the resulting text to be almost readable, in that letters and digits are part of the allowed characters, and are therefore left as they are in the encoded text."
29137,python encode string base64,50942,"Using 4 bits per encoded character leads to a 50% longer output than base64, but simplifies encoding and decoding—expanding each byte in the source independently to two encoded bytes is simpler than base64's expanding 3 source bytes to 4 encoded bytes."
29137,python encode string base64,50943,"Within compressed blocks, if a duplicate series of bytes is spotted (a repeated string), then a back-reference is inserted, linking to the previous location of that identical string instead.  An encoded match to an earlier string consists of an 8-bit length (3–258 bytes) and a 15-bit distance (1–32,768 bytes) to the beginning of the duplicate.  Relative back-references can be made across any number of blocks, as long as the distance appears within the last 32 KiB of uncompressed data decoded (termed the sliding window)."
29137,python encode string base64,50944,"Most of these encodings generate text containing only a subset of all ASCII printable characters: for example, the base64 encoding generates text that only contains upper case and lower case letters, (A–Z, a–z), numerals (0–9), and the ""+"", ""/"", and ""="" symbols."
29137,python encode string base64,50945,"Some encodings (the original version of BinHex and the recommended encoding for CipherSaber) use four bits instead of six, mapping all possible sequences of 4 bits onto the 16 standard hexadecimal digits."
29137,python encode string base64,50946,These encodings produce the shortest plain ASCII output for input that is mostly printable ASCII.
29137,python encode string base64,50947,"Out of PETSCII's first 192 codes, 164 have visible representations when quoted: 5 (white), 17–20 and 28–31 (colors and cursor controls), 32–90 (ascii equivalent), 91–127 (graphics), 129 (orange), 133–140 (function keys), 144–159 (colors and cursor controls), and 160–192 (graphics). This theoretically permits encodings, such as base128, between PETSCII-speaking machines."
29137,python encode string base64,50948,The table below compares the most used forms of binary-to-text encodings. The efficiency listed is the ratio between number of bits in the input and the number of bits in the encoded output.
29137,python encode string base64,50949,"Some older and today uncommon formats include BOO, BTOA, and USR encoding."
29138,lemmatization and stemming,50951,"Learn the basics of stemming and lemmatization. Discover various ways to replace words and perform spelling corrections. Create your own corpora and custom corpus readers, including a MongoDB-based corpus reader. Use part-of-speech taggers to annotate words. Create and transform chunked phrase trees and named entities using partial parsing and chunk transformations. Dig into feature extraction and text classification for sentiment analysis. Learn how to process large amount of text with distributed processing and NoSQL databases."
29138,lemmatization and stemming,50952,Word tokenization and lowercase conversion Stopwords removal Stemming Lemmatization with POS tagging Conversion of words into TF-IDF to create numerical representation of words Application of the Naive Bayes model on TF-IDF vectors to predict if the message is either spam or ham on both train and test data
29138,lemmatization and stemming,50953,"Other popular stemming algorithms include the newer Snowball stemmer (Porter2 or ""English"" stemmer) or the Lancaster stemmer (Paice-Husk stemmer), which is faster but also more aggressive than the Porter stemmer. Those alternative stemming algorithms are also available through the NLTK package (http://www.nltk.org/api/ nltk.stem.html). While stemming can create non-real words, such as thu, (from thus) as shown in the previous example, a technique called lemmatization aims to obtain the canonical (grammatically correct) forms of individual words— the so-called lemmas. However, lemmatization is computationally more difficult and expensive compared to stemming and, in practice, it has been observed that stemming and lemmatization have little impact on the performance of text classification (Michal Toman, Roman Tesar, and Karel Jezek. Influence of word normalization on text classification. Proceedings of InSciT, pages 354–358, 2006)."
29138,lemmatization and stemming,50954,"Through stemming and lemmatization, we reduced the dimensionality of our feature space. We produced feature representations that more effectively encode the meanings of the documents despite the fact that the words in the corpus's dictionary are inflected differently in the sentences."
29138,lemmatization and stemming,50955,Let's compare lemmatization with stemming. cannot consider the inflected form's part-of-speech and returns for both documents: Now let's lemmatize our toy corpus:
29138,lemmatization and stemming,50956,"determining the lemma, or the morphological root, of an inflected word based on its context. Lemmas are the base forms of words that are used to key the word in a dictionary. Stemming has a similar goal to lemmatization, but it does not attempt to produce the morphological roots of words. Instead, stemming removes all patterns of characters that appear to be affixes, resulting in a token that is not necessarily a valid word. Lemmatization frequently requires a lexical resource, like WordNet, and the word's part-of-speech. Stemming algorithms frequently use rules instead of lexical resources to produce stems and can operate on any token, even without its context. Let's consider lemmatization of the word in two documents:"
29138,lemmatization and stemming,50957,"With the plain text in hand, next we need to turn it into a bag of terms. This step requires care for a couple of reasons. First, common words like the and is take up space but at best offer no useful information to the model. Filtering out a list of stop words can both save space and improve fidelity. Second, terms with the same meaning can often take slightly different forms. For example, monkey and monkeys do not deserve to be separate terms. Nor do nationalize and nationalization. Combining these different inflectional forms into single terms is called stemming or lemmatiza‐ tion. Stemming refers to heuristics-based techniques for chopping off characters at the ends of words, while lemmatization refers to more principled approaches. For example, the former might truncate drew to dr, while the latter might more correctly output draw. The Stanford Core NLP project provides an excellent lemmatizer with a Java API that Scala can take advantage of."
29138,lemmatization and stemming,50958,"# define function to compare lemmatization in spacy with stemming in nltk def compare_normalization(doc): # tokenize document in spacy doc_spacy = en_nlp(doc) # print lemmas found by spacy print(""Lemmatization:"") print([token.lemma_ for token in doc_spacy]) # print tokens found by Porter stemmer print(""Stemming:"") print([stemmer.stem(token.norm_.lower()) for token in doc_spacy])"
29138,lemmatization and stemming,50959,Stemming and lemmatization can be combined to compress words more than either process can by itself.
29139,where does pip3 install to,50960,"When pip installs a package, it automatically installs any dependent Python packages without checking if these conflict with previously installed packages. It will install a package and any of its dependencies regardless of the state of the existing installation. Because of this, a user with a working installation of, for example, Google Tensorflow, can find that it stops working having used pip to install a different package that requires a different version of the dependent numpy library than the one used by Tensorflow. In some cases, the package may appear to work but produce different results in detail."
29139,where does pip3 install to,50961,"You'll also need to install PyMongo, a Python driver for MongoDB. You should be able to do this with either easy_install or pip, by typing sudo easy_install pymongo or sudo pip install pymongo."
29139,where does pip3 install to,50962,"The default installation of Anaconda2 includes Python 2.7 and Anaconda3 includes Python 3.7. However, it is possible to create new environments that include any version of Python packaged with conda."
29139,where does pip3 install to,50963,"dateutil should be installed using pip or easy_install. You should also make sure your operating system has timezone data. On Linux, this is usually found in /usr/share/ zoneinfo, and the Ubuntu package is called tzdata. If you have a number of files and directories in /usr/share/zoneinfo, such as America/ and Europe/, then you should be ready to proceed. The upcoming examples show directory paths for Ubuntu Linux."
29139,where does pip3 install to,50964,"The big difference between conda and the pip package manager is in how package dependencies are managed, which is a significant challenge for Python data science and the reason conda exists. "
29139,where does pip3 install to,50965,"Anaconda Navigator is a desktop graphical user interface (GUI) included in Anaconda distribution that allows users to launch applications and manage conda packages, environments and channels without using command-line commands. Navigator can search for packages on Anaconda Cloud or in a local Anaconda Repository, install them in an environment, run the packages and update them. It is available for Windows, macOS and Linux."
29139,where does pip3 install to,50966,"Open source packages can be individually installed from the Anaconda repository, Anaconda Cloud (anaconda.org), or the user's own private repository or mirror, using the conda install command. Anaconda, Inc. compiles and builds the packages available in the Anaconda repository itself, and provides binaries for Windows 32/64 bit, Linux 64 bit and MacOS 64-bit. Anything available on PyPI may be installed into a conda environment using pip, and conda will keep track of what it has installed itself and what pip has installed."
29139,where does pip3 install to,50967,"In contrast, conda analyses the current environment including everything currently installed, and, together with any version limitations specified (e.g. the user may wish to have Tensorflow version 2,0 or higher), works out how to install a compatible set of dependencies, and shows a warning if this cannot be done."
29139,where does pip3 install to,50968,"Anaconda distribution comes with over 250 packages automatically installed, and over 7,500 additional open-source packages can be installed from PyPI as well as the conda package and virtual environment manager. It also includes a GUI, Anaconda Navigator, as a graphical alternative to the command line interface (CLI). "
29139,where does pip3 install to,50969,"You must install the lockfile library using sudo easy_install lockfile or sudo pip install lockfile. This library provides cross-platform file locking, and so will work on Windows, Unix/Linux, Mac OS X, and more. You can find detailed documentation on lockfile at http://packages.python.org/lockfile/."
29140,pca for dimensionality reduction,50970,"Dimensionality reduction loses information, in general. PCA-based dimensionality reduction tends to minimize that information loss, under certain signal and noise models."
29140,pca for dimensionality reduction,50971,"The light points are the original data, while the dark points are the projected version. This makes clear what a PCA dimensionality reduction means: the information along the least important principal axis or axes is removed, leaving only the component(s) of the data with the highest variance. The fraction of variance that is cut out (propor‐ tional to the spread of points about the line formed in Figure 5-83) is roughly a meas‐ ure of how much “information” is discarded in this reduction of dimensionality."
29140,pca for dimensionality reduction,50972,"For instance, if PCA dimensionality reduction is applied to the data, how does an attacker know which dimensions of the input to manipulate? Similarly, if the input goes through some other unknown nonlinear transformation before being fed into a classifier, it is a lot less clear how an attacker should map changes in the raw input to points on the decision surface. As another example, some types of user input cannot be easily modified by a user interacting with the system, such as when classifier input depends on system state or properties that users have no influence over. Finally, determining how much chaff is necessary to cause a meaning‐ ful shift of the decision boundary can also be challenging."
29140,pca for dimensionality reduction,50973,"Performing dimensionality reduction after PCA is then as simple as picking out the top n principal components and representing your data in those n dimensions. In most cases, when performing PCA for the purposes of dimensionality reduction for downstream classification or processing, you should select a sufficient number of principal components to capture a large proportion of the variance in your data. For plotting purposes, however, choosing the top two principal components will often be sufficient to give a good representation for understanding the data."
29140,pca for dimensionality reduction,50974,"Principal component analysis (PCA) is the dimensionality reduction technique which has so many utilities. PCA reduces the dimensions of a dataset by projecting the data onto a lower-dimensional subspace. For example, a 2D dataset could be reduced by projecting the points onto a line. Each instance in the dataset would then be represented by a single value, rather than a pair of values. In a similar way, a 3D dataset could be reduced to two dimensions by projecting variables onto a plane."
